x,y,z,qx,qy,qz,qw,speed
89631.4,43131.7,0,0,0,-0.925134,0.379642,9.44444
89629.3,43134.3,0,0,0,0.933984,0.357316,9.44444
89627.6,43136.9,0,0,0,0.95622,0.292648,9.44444
89625.9,43139,0,0,0,0.921063,0.389413,9.44444
89623.8,43141.2,0,0,0,0.947602,0.319453,9.44444
89621.8,43143.2,0,0,0,0.919954,0.392026,9.44444
89620.1,43145.5,0,0,0,0.907749,0.419513,9.44444
89618.2,43147.9,0,0,0,0.889368,0.457192,9.44444
89616.5,43150.4,0,0,0,0.876516,0.481373,9.44444
89614.9,43152.8,0,0,0,0.852035,0.523484,8.33333
89613.5,43155.5,0,0,0,0.798825,0.601564,8.33333
89612.7,43158.3,0,0,0,0.702854,0.711334,8.33333
89612.9,43161.1,-2.68074e-05,0,0,0.467689,0.883893,8.33333
89614.4,43163.4,-5.8064e-05,0,0,0.347521,0.937672,8.33333
89616.6,43164.9,-8.97455e-05,0,0,0.0718522,0.997415,8.33333
89619.2,43165.3,-6.05838e-05,0,0,-0.0684357,0.997656,8.33333
89621.7,43164.8,-5.9257e-05,0,0,-0.274727,0.961522,8.33333
89623.9,43163.4,0,0,0,-0.433376,0.901213,9.44444
89625.7,43161.1,0,0,0,-0.50772,0.861522,9.44444
89627.2,43158.5,0,0,0,-0.535709,0.844403,9.44444
89628.5,43155.8,0,0,0,-0.557544,0.830147,9.44444
89629.6,43153,0,0,0,-0.569087,0.822278,9.44444
89630.6,43150.2,0,0,0,-0.477121,0.878837,9.44444
89631.9,43147.8,0,0,0,-0.497312,0.867572,9.44444
89633.2,43145.5,0,0,0,-0.518697,0.854958,9.44444
89634.5,43143.1,0,0,0,-0.49334,0.869836,8.33333
89636.1,43140.3,0,0,0,-0.352614,0.935769,8.33333
89638.4,43138.3,0,0,0,-0.23237,0.972628,8.33333
89640.4,43137.4,0,0,0,0.0255283,0.999674,8.33333
89642.7,43137.5,0,0,0,0.165557,0.9862,8.33333
89644.6,43138.2,0,0,0,0.224751,0.974416,8.33333
89646.4,43139.5,0,0,0,0.4647,0.885468,8.33333
89647.3,43141.9,0,0,0,0.662886,0.74872,8.33333
89647.2,43145,0,0,0,0.805203,0.592999,8.33333
89646.3,43147.7,0,0,0,0.855245,0.518224,9.44444
89644.9,43150.5,0,0,0,0.882001,0.471247,9.44444
89643.2,43153.1,0,0,0,0.909974,0.414665,9.44444
89641.4,43155.1,0,0,0,0.931912,0.362684,9.44444
89639.5,43156.9,0,0,0,0.899436,0.437053,9.44444
89637.6,43159.2,0,0,0,0.904818,0.425798,9.44444
89635.7,43161.5,0,0,0,0.909045,0.416698,9.44444
89633.8,43163.8,0,0,0,0.911257,0.411839,9.44444
89631.8,43166,0,0,0,0.906128,0.423003,9.44444
89629.9,43168.3,0,0,0,0.896159,0.443734,9.44444
89628.1,43170.7,0,0,0,0.910966,0.412482,9.44444
89626.2,43172.9,0,0,0,0.926643,0.375943,8.33333
89623.9,43175,0,0,0,0.914781,0.40395,8.33333
89621.9,43177.3,0,0,0,0.848589,0.529052,8.33333
89620.6,43179.8,0,0,0,0.728822,0.684703,8.33333
89620.5,43182.8,0,0,0,0.563098,0.82639,8.33333
89621.5,43185.5,0,0,0,0.328683,0.94444,8.33333
89623.9,43187.4,0,0,0,0.129383,0.991595,8.33333
89626.7,43188.2,0,0,0,-0.0738567,0.997269,8.33333
